"p","n","sim","ARI.Oracle","ARI.vemMB","ARI.vemGlasso","ARI.vemTree","AUC.MB","AUC.vemMB","AUC.Glasso","AUC.vemGlasso","AUC.Tree","AUC.vemTree"
20,50,15,0.396672170710022,-0.0257012087783124,0.300572630594835,0.156327543424318,0.780086415046385,0.76083365103571,0.832126064302961,0.857732875841912,0.871902401829966,0.812428516965307
20,50,16,0.628588882101405,0.0912523599748269,0.0518003790271636,0.101273499090358,0.702073635209479,0.744815911976301,0.769784172661871,0.779094371561575,0.788968824940048,0.761320355480322
20,50,17,0.724310776942356,-0.0776942355889725,0.11190053285968,0,0.649381868131868,0.659340659340659,0.732600732600733,0.741815476190476,0.774725274725275,0.774725274725275
20,50,18,0.521229683759607,-0.00877668219742116,0.0185208517071942,0.449075752084088,0.708288912579958,0.746401918976546,0.798174307036247,0.835687633262261,0.872867803837953,0.889725479744137
20,50,19,0.313537315117986,0.122119546145748,-0.101011248721736,0,0.868416666666667,0.875583333333334,0.893416666666667,0.880416666666667,0.9055,0.89
20,50,20,0.817942268535154,0.0553082678283928,0.0553082678283928,0.190819827280256,0.691819955406912,0.745540691192865,0.790551839464883,0.756131549609809,0.811594202898551,0.829710144927536
20,50,21,0.145624351435489,0.000783260601991652,-0.00105374077976818,-0.0843511014724346,0.636069411926732,0.677179451866134,0.737157416333838,0.731097644952486,0.755543313593169,0.71973557361245
20,50,22,0.485152986338489,-0.00340335641356647,0.0917570246006762,0.053631414340322,0.908994402624976,0.931673422119282,0.942192626906003,0.927234124686355,0.952132792897124,0.950974715305926
20,50,23,0.833853841349157,0,0.177445216461785,0.24987012987013,0.694164989939638,0.721801396614984,0.803763759024737,0.824357912178956,0.819505266895491,0.833057166528583
20,50,24,0.860856829000366,0.0563890325918262,-0.0554333989121629,0.0325193843305173,0.787820512820514,0.796730769230769,0.848525641025641,0.855833333333334,0.879615384615384,0.847307692307692
20,50,25,0.089634217599626,0.0188944959511795,-0.0479183963942592,0,0.790490664350848,0.82370820668693,0.816688377478651,0.844984802431611,0.876393110435665,0.842958459979737
20,50,26,0.910556667058962,0.190178893024373,0.385849395426793,-0.0360999018431672,0.778697318007663,0.761992337164751,0.864980842911877,0.804444444444444,0.870498084291188,0.880613026819923
20,50,27,0.723373278082652,0.597326377567656,0,0.503465515282354,0.813902137431549,0.874757110051228,0.885620915032679,0.851263027733615,0.896484720014134,0.932874050521109
20,50,28,0.354821857695121,0.217984786912577,0.136622390891841,0.218464351005484,0.914792768959436,0.916887125220455,0.926697530864196,0.875330687830687,0.912698412698412,0.930555555555556
20,50,29,0.692039860727578,0.0191566115188456,0.376465072667604,0.166975422996171,0.864583333333333,0.871625586854459,0.898694248826291,0.830619131455398,0.916666666666666,0.891285211267605
20,50,30,1,0.059186764534545,-0.0420632762215574,0.154911678739357,0.633720930232558,0.719868067978533,0.721936493738819,0.71573121645796,0.785219141323793,0.795393559928444
20,50,31,0.73208563004743,-0.00813583303855673,0.0179258770482789,0.242479159115622,0.678427419354839,0.672946068548388,0.745400705645162,0.734879032258065,0.786164314516129,0.767326108870968
20,50,32,0.494076730790131,0.0293453724604966,-0.0411565815553224,0,0.627551602235147,0.612555593568252,0.713422283042536,0.650359219979473,0.757440985289086,0.755502337780817
20,50,33,0.880307420939902,0.0335472932057648,0.212924606462303,0.300139718023625,0.74103237095363,0.753968253968254,0.810648668916386,0.805149356330457,0.83602049743782,0.840332458442693
20,50,34,0.505266895490591,-0.0633126059920859,0.146119276084052,0.251522024591142,0.722316264635351,0.70242629425871,0.813513894766539,0.812596981238539,0.829454083791791,0.850190435886585
20,50,35,0.689112649465072,-0.0615814405441516,0.0412731271833355,0.0251410979989739,0.776268115942029,0.814311594202898,0.841833890746934,0.789088628762541,0.88865663322185,0.851588628762541
20,50,36,0.67593177511055,-0.0594795539033458,-0.0409718913768461,-0.0192616372391654,0.681071141248132,0.695897023330652,0.705263762785887,0.690150557407195,0.722330766578554,0.723192736467073
20,50,37,0.837905236907731,-0.040962621607783,0.0569487983281086,0.0240077863090732,0.68078381795196,0.712791633145615,0.786346396965866,0.78979427651994,0.81657280772325,0.833697276175153
20,50,38,0.378471793605728,0.136901057871811,-0.0346914078257362,0.00227761609515374,0.684230769230769,0.728461538461539,0.768974358974359,0.789102564102565,0.818205128205128,0.671794871794872
20,50,39,0.449075752084088,-0.062111801242236,-0.0401877030441583,0.145534041224235,0.739485370950889,0.750849007314525,0.776711076280042,0.760384012539185,0.826933124346918,0.822884012539186
20,50,40,0.474056907428866,0.084938704028021,0.0569487983281086,0.197363974315647,0.711743355578973,0.740896850485891,0.785680833626039,0.798325722983258,0.829879405221871,0.852359208523593
20,50,41,0.729589856385043,0,0.419602235798778,0.44050605300469,0.681577620967742,0.684979838709678,0.80304939516129,0.875504032258065,0.862273185483871,0.877961189516129
20,50,42,0.702233250620347,-0.0158013544018059,0.0827740492170022,0.303944315545244,0.711411073615798,0.714723159605049,0.838895138107736,0.75965504311961,0.852643419572553,0.824146981627296
20,50,43,0.879273096962765,0.46232755571277,0.257008783539887,0.153433108648463,0.70300168197697,0.751649631258896,0.820998835554406,0.851274421011774,0.842411696209083,0.804502522965455
20,50,44,0.577203609840524,-0.0343654304185097,0.24901185770751,0.271487911385664,0.712350217864923,0.754493464052288,0.817401960784314,0.829520697167754,0.835648148148148,0.771514161220043
20,50,45,0.569540591567023,0.0175918221799596,0.045460115181963,0.2396100564392,0.685972547706729,0.670293494029685,0.751646021649369,0.737361901573485,0.778484544135699,0.802365807387568
20,50,46,1,0,0.101366343571178,0.0845474360445107,0.870764445899492,0.879358323784579,0.92322802422655,0.928138811589457,0.926665575380586,0.903421181862825
20,50,47,0.728861933642526,0.126627996059976,0.313004700494155,0.549706872895098,0.697730857905594,0.727884965416819,0.867006431258343,0.859422400194151,0.867855842737532,0.856510132265502
20,50,48,0.799789251844046,0.355859419143406,0.184088597581648,0.0891450747631549,0.762764976958526,0.760829493087557,0.856221198156682,0.860460829493087,0.859539170506913,0.843317972350232
20,50,49,0.611610793131644,0.276128738769476,-0.004776526782668,-0.0848287112561174,0.77181936604429,0.725068750904617,0.803300043421625,0.785207700101317,0.860471848313793,0.835649153278332
20,50,50,0.565383149065955,0.0512573697509325,0.312039312039312,0.00141007563132931,0.677352830896137,0.715848018997625,0.802462192225971,0.815648043994501,0.838895138107736,0.827646544181977
20,100,1,0.82400889218229,0.0372004292357219,0.13060671110609,0.405683384582759,0.702823345608749,0.733344492802143,0.754714875571923,0.775862068965517,0.776141055685749,0.778261354759513
20,100,2,0.693301049233253,0.127927503824879,0.2464847975003,0,0.916640722291408,0.945983810709838,0.93142901618929,0.897960772104608,0.952521793275218,0.952521793275218
20,100,3,0.851116625310174,0.150326797385621,0.258064516129032,0,0.809913845407111,0.845467783036039,0.897888605751729,0.855418031792259,0.912753306637544,0.912753306637544
20,100,4,0.879273096962765,0.526130824169595,0.55283042239564,0,0.873042742276767,0.94202285230639,0.967061644801806,0.971364085202426,0.955847087036253,0.943997742982085
20,100,5,0.556354916067146,0.167737413853522,0.113695733300162,0,0.80896855010661,0.873600746268657,0.85147921108742,0.826292643923241,0.906716417910448,0.897654584221751
20,100,6,0.763003617313209,0.21712258212201,0.265311213670949,0.227740378508828,0.785938956197577,0.810228331780056,0.907677073625349,0.897658434296366,0.909832246039143,0.926957129543337
20,100,7,0.895156345800123,0.156966693557681,0.293505205751116,0.293505205751116,0.8989703989704,0.93516731016731,0.943291505791506,0.938223938223938,0.950450450450451,0.969594594594595
20,100,8,0.44613142232479,0,0.2363149164221,0.0675100883411495,0.802649668791401,0.802712160979877,0.881639795025621,0.88201474815648,0.884139482564679,0.892763404574428
20,100,9,0.659078165302232,0,0.170210320652799,0,0.89325517441019,0.906354030974092,0.955999421045014,0.946301925025331,0.962078448400637,0.931249095382836
20,100,10,0.871003579804962,0.307875894988067,0.0485133020344288,0.398132710903635,0.827828874024525,0.808389074693422,0.908444816053511,0.863363991081382,0.925585284280936,0.947324414715719
20,100,11,0.308116997533185,0.377598588887489,0.335431969220007,0.24164671000114,0.83311622521349,0.88326820089738,0.856563902156608,0.853524388478796,0.906932985960341,0.924012158054711
20,100,12,0.526130824169595,0.280554584644064,0.119841174347251,-0.051276432562726,0.881893182805037,0.914387031408308,0.940729483282677,0.939788681430021,0.936170212765957,0.844984802431611
20,100,13,1,0.0768857038746508,0.0999635612777845,0.161621344279118,0.768016561004011,0.767693103894425,0.884461120455428,0.844352438866607,0.880579635140381,0.903609781342994
20,100,14,0.138556401886108,0.124317768344451,0.271692414914624,0,0.813635785995679,0.899097725250985,0.891472868217055,0.880670987418986,0.924768077265218,0.924768077265218
20,100,15,0.393541119038678,0.123228909398154,0.170708050436469,0,0.745594300712411,0.756280464941881,0.839957505311836,0.797400324959379,0.865891763529559,0.865891763529559
20,100,16,0.229095613312948,0.200246941295319,0.0345754000700853,0,0.854634726975152,0.876804047016812,0.904850468680256,0.833655705996131,0.926350245499182,0.915935128701086
20,100,17,0.820182183840057,0.0466170281644546,0.132315827424588,-0.0759956156375594,0.771788379530916,0.824360341151386,0.922641257995735,0.912313432835821,0.916444562899787,0.761060767590619
20,100,18,0.239539114614918,0.127586629117179,0.0692050105419819,0.0112648463328027,0.829913235091585,0.849745214157829,0.916678143506404,0.862828811458476,0.903594546205757,0.89422944498003
20,100,19,0.412470023980815,-0.0462287104622871,-0.0239651416122005,0.386317907444668,0.756195196340068,0.723090608717754,0.79705172194688,0.716355318337781,0.846104968865167,0.872791968483924
20,100,20,0.631826189078098,0.432157800358637,0.0743285446595878,0.287075640262061,0.888813405797101,0.928668478260869,0.921044685990338,0.861262077294686,0.942783816425121,0.947161835748792
20,100,21,0.547444315694605,0.0428666476570668,0.12770327413314,0.267656728262102,0.777660075329566,0.793726459510357,0.821798493408663,0.807615348399247,0.817208097928437,0.839748116760829
20,100,22,0.0978661602055637,0.018224247138571,-0.0177435554067627,0.0467164678336492,0.942084942084943,0.955115830115831,0.95648326898327,0.910312097812098,0.966216216216216,0.960907335907336
20,100,23,0.689112649465072,0.0698885532757005,0.459179712770087,-0.0220899622295983,0.79990468409586,0.825639978213507,0.935593681917211,0.938521241830066,0.923611111111111,0.825708061002179
20,100,24,0.837905236907731,0.242718446601942,0.339805825242718,0.412470023980815,0.812463768115942,0.86544927536232,0.885623188405797,0.864405797101449,0.901217391304347,0.924289855072464
20,100,25,0.542168674698795,-0.065974025974026,0.255133789670193,0.210246495891735,0.743940443213296,0.730609418282548,0.853127885503231,0.843028624192058,0.85387811634349,0.802689289012004
20,100,26,1,0.428723027944818,0.69614958789519,0,0.861714285714286,0.893142857142857,0.937357142857143,0.919857142857143,0.936428571428571,0.933285714285714
20,100,27,0.354995150339476,0.177997527812114,0.137280339662696,0,0.935848758107895,0.913225755418448,0.970732479038127,0.892580287929125,0.96187312134156,0.96187312134156
20,100,28,0.718826405867971,-0.00478468899521527,0.105145413870246,-0.00671140939597317,0.78336231884058,0.784347826086957,0.843652173913043,0.791710144927536,0.884405797101449,0.740057971014493
20,100,29,1,0,0.333630914424181,0.0368663594470046,0.775390625,0.762159778225807,0.854208669354838,0.837512600806451,0.882560483870968,0.885458669354839
20,100,30,1,0.380410292896952,0.389027431421446,0.298637828844754,0.733659029649596,0.748259209344115,0.818845462713387,0.877695417789757,0.862084456424079,0.888364779874214
20,100,31,0.729589856385043,0.0648964175346228,0.282362366945176,0.154867811051247,0.725160256410256,0.71978021978022,0.841632326007326,0.862408424908425,0.856341575091575,0.807234432234432
20,100,32,0.686948334706367,-0.0243842666339909,0.280388211622677,0.492575579532101,0.744012707722385,0.750855327468231,0.85752688172043,0.897543988269795,0.901759530791789,0.917888563049853
20,100,33,0.866658160010208,-0.0615814405441516,0.156327543424318,0.352934498808037,0.778316960587052,0.743638300390579,0.869925434962718,0.847260030772873,0.91407267132205,0.941413184992307
20,100,34,0.633602506930216,0.158213827678676,0.718501837145905,0,0.88022868721957,0.899623679258938,0.921406860616587,0.870748299319729,0.931104356636271,0.931104356636271
20,100,35,0.36787072243346,0.342213355239995,0.322167130245495,0.175279040926002,0.820488022615681,0.875464960571344,0.947403660169618,0.90819818479393,0.941228983782175,0.94130337747359
20,100,36,0.551715342430812,0,0.0875133404482391,0.547444315694605,0.854306020066889,0.820721850613153,0.929208472686733,0.817656075808249,0.939241917502787,0.958333333333333
20,100,37,0.385077086030364,0,0.133461353816611,-0.0210987261146497,0.814032515991472,0.793576759061834,0.901452558635395,0.84674840085288,0.908981876332624,0.910647654584223
20,100,38,0.715035620547432,0.204692842825139,0.300139718023625,0.298806741296592,0.822131937749621,0.892576780057843,0.928591103153835,0.912615342239361,0.92480374604049,0.936716705687922
20,100,39,0.270283245319251,0.134159679183376,0.28480285823657,0.0503606225483993,0.87699511937739,0.895132568262761,0.91030207096689,0.92527371059227,0.909114892494394,0.879039704524469
20,100,40,0.521322354676171,0,0.222020018198362,0.215493511600472,0.731884057971015,0.715246376811594,0.802376811594203,0.779072463768117,0.816927536231885,0.836173913043478
20,100,41,0.69614958789519,0.0547263681592039,0.107074812650832,0,0.891544117647059,0.89093137254902,0.919458061002178,0.85968137254902,0.913398692810457,0.913398692810457
20,100,42,0.32747467350177,0.424041039990673,0.216347956505437,0.0231606269342119,0.907279693486589,0.922681992337164,0.945823754789271,0.924444444444445,0.946819923371648,0.892337164750958
20,100,43,0.149065575583324,0.0561138082872304,0.181124986186319,0,0.844226579520697,0.864447167755991,0.929806644880174,0.865468409586055,0.930555555555556,0.930555555555556
20,100,44,0.743243243243243,-0.00352112676056341,0.0989314443510626,0,0.815830721003135,0.81001828631139,0.86566091954023,0.846264367816093,0.89080459770115,0.840256008359457
20,100,45,1,0.18876956915513,0.24343278259836,0.342246627671004,0.815185575459548,0.868399484837842,0.872204659875893,0.862545369394685,0.884322678843227,0.707411310151036
20,100,46,0.542423119673953,0.101520411828086,0.368926067166933,0,0.881038647342996,0.857110507246376,0.964447463768116,0.896965579710145,0.943085748792271,0.943085748792271
20,100,47,0.447224485045968,0.00256897129453816,0.28646872432813,0.0972291687506252,0.813635785995679,0.85398398780023,0.863070275765663,0.876096073198629,0.880035582666158,0.883720930232558
20,100,48,0.69127778499935,0.238430705696587,0.582093414413249,0.0912523599748269,0.87488457987073,0.914259332541881,0.912874290990634,0.911950929956469,0.923229125445192,0.783208020050125
20,100,49,0.552386856788593,0.00360537528679126,0.0105240316805903,0,0.77991118077325,0.76828631138976,0.863048589341693,0.848288923719959,0.865073145245559,0.865073145245559
20,100,50,1,0,0.292152385530585,0.193998965338852,0.837692307692308,0.857307692307692,0.904935897435897,0.898782051282052,0.922179487179488,0.903846153846154
30,20,1,0.525201925617841,0.0468994033640827,0.0468994033640827,0.0561471442400774,0.539985590778098,0.55138197537333,0.539985590778098,0.55138197537333,0.690103484411843,0.689710505632696
30,20,2,0.703651557816332,0.033203125,0.033203125,0.0143393418783185,0.597714014380681,0.575905575905575,0.597714014380681,0.575905575905575,0.731244064577397,0.744437661104327
30,20,3,0.669053479525621,0.0697069533552974,0.0697069533552974,0,0.594573726926668,0.589438339438339,0.594573726926668,0.589438339438339,0.708396178984414,0.701393377863966
30,20,4,0.362934362934363,-0.049432833051103,-0.049432833051103,0.068243585609655,0.644417035478488,0.615921787709497,0.644417035478488,0.615921787709497,0.755713560182834,0.755477762461002
30,20,5,0.0743449926851976,-0.0114503816793893,-0.0114503816793893,0.245406262046516,0.547201678281895,0.569104679277485,0.547201678281895,0.569104679277485,0.673232826056038,0.633622528801024
30,20,6,0.420434673994504,0.00473450525552734,0.00473450525552734,-0.0164858723148823,0.645382154994336,0.647847671086825,0.645382154994336,0.647847671086825,0.690844272672752,0.660258546011861
30,20,7,0.698367338362295,-0.0445106496509405,-0.0445106496509405,0.125691552184994,0.642586286952484,0.641715678687511,0.642586286952484,0.641715678687511,0.726319455192694,0.722837022132798
30,20,8,0.518399158143971,0.102073476203729,0.102073476203729,-0.0471787257019439,0.614199525964232,0.632658191481721,0.614199525964232,0.632658191481721,0.734109028226675,0.728381096028155
